,Title/సినిమా పేరు,Director/దర్శకుడు,Cast/నటులు,Genre/శైలి,Date/తేదీ,Year/సంవత్సరం,Month/నెల,Language/భాష,Soup/సూప్
507,జై జవాన్,డి.యోగానంద్,అక్కినేనినాగేశ్వరరావు,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,డి.యోగానంద్  అక్కినేనినాగేశ్వరరావు  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
508,కథానాయిక మొల్ల,బసవరాజువెంకటపద్మనాభరావు,వాణిశ్రీ,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,బసవరాజువెంకటపద్మనాభరావు  వాణిశ్రీ  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
509,కోడలు దిద్దిన కాపురం,డి.యోగానంద్,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,డి.యోగానంద్  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
510,లక్ష్మి వ్యంగ్యం,బి.విఠలాచార్య,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,బి.విఠలాచార్య  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
511,మా నాన్న నిర్ధోషి,కె.వి.నందనరావు,కృష్ణుడు,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,కె.వి.నందనరావు  కృష్ణుడు  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
512,మరీనా మనిషి,c.s.రావు,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,c.s.రావు  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
513,మరో ప్రపంచం,ఆధురుతిసుబ్బారావు,అక్కినేనినాగేశ్వరరావు,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,ఆధురుతిసుబ్బారావు  అక్కినేనినాగేశ్వరరావు  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
514,మాయని తల్లి,కమలకరకామేశ్వరరావు,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,కమలకరకామేశ్వరరావు  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
515,మెరుపు వీరుడు,బి.హరినారాయణ్,కాటులావో,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,బి.హరినారాయణ్  కాటులావో  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
516,ఒకే కుటుంభం,ఎ.భీంసింగ్,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,ఎ.భీంసింగ్  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
517,పెళ్లి కూతురు,వి.రామచంద్రరావు,కృష్ణంరాజు,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,వి.రామచంద్రరావు  కృష్ణంరాజు  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
518,పెళ్లి సంబంధం,కె.వరప్రసాదరావు,కృష్ణఘట్టమనేని,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,కె.వరప్రసాదరావు  కృష్ణఘట్టమనేని  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
519,పెత్తందారులు,c.s.రావు,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,c.s.రావు  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
520,సంబరాల రాంబాబు,శేషగిరిరావు,చలం,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,శేషగిరిరావు  చలం  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
521,తాళి బొట్టు,టి.మధుసూధన్రాయ్,కృష్ణఘట్టమనేని,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,టి.మధుసూధన్రాయ్  కృష్ణఘట్టమనేని  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
522,తల్లా? పెళ్ళామా?,ఎన్టీఆర్,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,ఎన్టీఆర్  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
523,చట్టపరమైన విలాసాలు,కానీచాణక్యుడు,కృష్ణుడు,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,కానీచాణక్యుడు  కృష్ణుడు  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
524,విజయం మనదే,బి.విఠలాచార్య,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1970,1,తెలుగు,బి.విఠలాచార్య  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1970  తెలుగు
525,అదృష్ట జాతకుడు,ఎ.హేమాంబ్రధరరావు,ఎన్.టి.రామారావు,కాదు_నిర్దిష్ట,1941-01-01,1971,1,తెలుగు,ఎ.హేమాంబ్రధరరావు  ఎన్.టి.రామారావు  కాదు_నిర్దిష్ట  1941-01-01  1971  తెలుగు
526,అమాయకురాలు,వి.మధుసూధన్రావు,"అనే,కాంచన",కాదు_నిర్దిష్ట,1941-01-01,1971,1,తెలుగు,"వి.మధుసూధన్రావు  అనే,కాంచన  కాదు_నిర్దిష్ట  1941-01-01  1971  తెలుగు"
527,బొమ్మ బోల్సా,కే.బాలచందర్,"చలం,స్వారలష్మి",రీమేక్చేయండి,1941-01-01,1971,1,తెలుగు,"కే.బాలచందర్  చలం,స్వారలష్మి  రీమేక్చేయండి  1941-01-01  1971  తెలుగు"
528,చెల్లెలి కాపురం,కె.విశ్వనాథ్,"శోభన్,వాణిశ్రీ",కాదు_నిర్దిష్ట,1941-01-01,1971,1,తెలుగు,"కె.విశ్వనాథ్  శోభన్,వాణిశ్రీ  కాదు_నిర్దిష్ట  1941-01-01  1971  తెలుగు"
529,చిన్ననాటి స్నేహితులు,కె.విశ్వనాథ్,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1971,1,తెలుగు,కె.విశ్వనాథ్  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1971  తెలుగు
530,ఇద్దరు అమ్మాయిలు,ఎస్.ఆర్.పుట్టన్నకనగల్,anr,కాదు_నిర్దిష్ట,1941-01-01,1971,1,తెలుగు,ఎస్.ఆర్.పుట్టన్నకనగల్  anr  కాదు_నిర్దిష్ట  1941-01-01  1971  తెలుగు
531,జీవిత చక్రం,c.s.రావు,"ఎన్టీఆర్,వాణిశ్రీ",సంగీతం,1941-01-01,1971,1,తెలుగు,"c.s.రావు  ఎన్టీఆర్,వాణిశ్రీ  సంగీతం  1941-01-01  1971  తెలుగు"
532,కల్యాణ మండపం,v.మధుసూదన్రావు,శోభన్బాబు,కాదు_నిర్దిష్ట,1941-01-01,1971,1,తెలుగు,v.మధుసూదన్రావు  శోభన్బాబు  కాదు_నిర్దిష్ట  1941-01-01  1971  తెలుగు
533,మనసు మాంగళ్యం,కె.ప్రత్యగాత్మ,anr,కాదు_నిర్దిష్ట,1941-01-01,1971,1,తెలుగు,కె.ప్రత్యగాత్మ  anr  కాదు_నిర్దిష్ట  1941-01-01  1971  తెలుగు
534,మోసగాళ్లకు మోసగాడు,కె.ఎస్.ఆర్,"కృష్ణ,విజయనిర్మలనాగభూషణం",కౌబాయ్,1941-01-01,1971,1,తెలుగు,"కె.ఎస్.ఆర్  కృష్ణ,విజయనిర్మలనాగభూషణం  కౌబాయ్  1941-01-01  1971  తెలుగు"
535,నిండు దంపతులు,కె.విశ్వనాథ్,ఎన్టీఆర్,కాదు_నిర్దిష్ట,1941-01-01,1971,1,తెలుగు,కె.విశ్వనాథ్  ఎన్టీఆర్  కాదు_నిర్దిష్ట  1941-01-01  1971  తెలుగు
