Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year
Barrister Parvateesarrn,R. Prakash,Motion Pictures Combines,,"Lanka Satyam, ",Comedy,1940,1940
Bhoja Kalidasu,H. V. Babu,Jaya Films,,"Adhanki Srirama Murthy, Parepalli Subba Rao, ",Mythology,1940,1940
Bhookailas,Sundar Rao Nadkarni,Saraswathi Cine Films,,M. V. Subbiah Naidu,Devotional,1940,1940
Bondam Pelli,H. M. Reddy,Madras United Artistes Corporation,,L. V. Prasad,Comedy,1940,1940
Chaduvukunna Bharya,H. M. Reddy,Madras United Artistes Corporation,,"Lanka Satyam, ",Comedy,1940,1940
Chandika,R. S. Prakash,Bhavani Pictures,,P. Kannamba,Adventure,1940,1940
Illalu,Gudavalli Ramabrahmam,Indira Devi Films,,"V. Umamaheswara Rao, ",Family,1940,1940
Jeevana Jyothi,China Kameswara Rao Dronamraju,M. R. A. Productions,,"Ch. Narayana Rao, ",Drama,1940,1940
Kalachakram,Amancharla Gopala Rao,Naveena Bharath,,Banda Kanakalingeshwara Rao,Drama,1940,1940
Mahiravana,Ch. Narayana Murthy,Kubera Pictures,,Vemuri Gaggaiah,Mythology,1940,1940
Malathi Madhavam,C. Pullaiah,Metropolitan Pictures,,Pushpavalli,Folklore,1940,1940
Meerabai,B. Narasimha Rao,Navyakala Films,,Govindarajula Subba Rao,Devotional,1940,1940
Sumangali,B. N. Reddy,Vauhini Studios,,"A. S. Giri, ",Social,1940,1940
Viswa Mohini,Y. V. Rao,Sri Jagadesh Films,,Chittor V. Nagaiah,Drama,1940,1940
Apavadu,Gudavalli Ramabrahmam,Kasturi Films,,Kalyanam Raghuramaiah,"Drama
",1941,1941
Bhaktimala,Haribhai Raghunathji Desai,Bhaskar Pictures,,B. R. Panthulu,"Drama
",1941,1941
Chandrahasa,M. L. Rangaiah,Vani Pictures,,"G. N. Swami, ","Folklore
",1941,1941
Choodamani,P. K. Raja Sandow,Janaki Pictures,,Pushpavalli,"Drama
",1941,1941
Dakshayagnam,Ch. Narayana Murthy,Sobhanachala Pictures,,Vemuri Gaggaiah,"Mythology
",1941,1941
Devatha,B. N. Reddy,Vauhini Studios,,Chittor V. Nagaiah,"Drama
",1941,1941
Dharma Patni,P. Pullaiah,Famous Films,,Santha Kumari,"Drama
",1941,1941
Mahatma Gandhi,A. K. Chettiar,Hemalatha Films,,"Bezawada Rajarathnam, ","Documentary
",1941,1941
Parvati Kalyanam,Ghantasala Balaramayya,Pratibha Films,,"Parepalli Subba Rao, ","Devotional
",1941,1941
Talli Prema,Jyotish Sinha,Raja Rajeswari Films,,C. S. R. Anjaneyulu,"Drama
",1941,1941
Tara Sasankam,R. S. Prakash,R. S. P. Pictures,,P. Suri Babu,"Mythology
",1941,1941
Tarumaru,N. Jagannath,Vel Pictures,,"Parabrahma Sri, Hemalatha, Dr. Sivarama Krishnaiah","Drama
",1941,1941
Tenali Ramakrishna,H. M. Reddy,Rohini Pictures,,"S. P. Lakshmana Swamy, Parepalli Subba Rao, P. Ramatilakam, P. Ansuya, ","Folklore
",1941,1941
Babruvahana,R. S. Prakash,,,K. S. Prakash Rao,"Drama
",,1942
Bala Nagamma,C. Pullaiah,Gemini Studios,,Kanchanamala,"Folklore
",,1942
Bhakta Potana,K. V. Reddy,Vauhini Studios,,Chittor V. Nagaiah,"Biography
",,1942
Bhakta Prahlada,Ch. Narayana Murthy,Sobhanachal Productions,,Vemuri Gaggaiah,"Mythology
",,1942
Deena Bandhu,M. L. Tandon,Rupavani Production,,C. H. Narayana Rao,"Drama
",,1942
Gharana Donga,H. M. Reddy,,,L. V. Prasad,"Drama
",,1942
Jeevana Mukthi,T. V. Neelakantan,Gemini Studios,,P. Suribabu,"Devotional
",,1942
Patni,Gudavalli Ramabrahmam,Saradhi Films,,K. S. Prakash Rao,"Epic
",,1942
Satyabhama,Y. V. Rao,Jagadish Films,,Y. V. Rao,"Mythology
",,1942
Satyame Jayam,H. M. Reddy,Rohini Pictures,,,"Drama
",,1942
Shanta Bala Nagamma,S. V. S. Rama Rao,Royal Pictures,,"M. Krishna Rao, ","Folklore
",,1942
Sumati,K. B. Nagabhushanam,Rajarajeshwari Films,,C. S. R. Anjaneyulu,"Drama
",,1942
Bhagyalakshmi,P. Pullaiah,Sri Renuka Films,,Chittor V. Nagaiah,"Drama
",,1943
Bhakta Kabiru,Ch. Narasimha Rao,,,C. S. R. Anjaneyulu,"Devotional
",,1943
Chenchu Lakshmi,S. Soundararajan,Tamil Nadu Talkies,,C. H. Narayana Rao,"Mythology
",,1943
Garuda Garvabhangam,Ghantasala Balaramayya,Pratibha Pictures,,P. Bhanumathi,"Mythology
",,1943
Krishna Leela,,,,,"
",,1943
Krishna Prema,H. V. Babu,Famous Films,,"Gali Venkateswara Rao, ","Devotional
",,1943
Panthulamma,Gudavalli Ramabrahmam,Saradhi Films,,"V. Umamaheswara Rao, ","Drama
",,1943
Pathi Bhakti,P. S. Srinivasa Rao,Jayanth Films,,"B. T. Murthy, Subhadra, M. Subba Rao, Shantha Devi","Drama
",,1943
Bhishma,Ch. Narayana Murthy,Bhavani Pictures,,"Jandhyala Gaurinatha Sastri, ","Mythology
",,1944
Circus King,,,,,"
",,1944
Oka Roju Raju,Jyothi Sinha,,,"Jandhyala Gaurinatha Sastri, Purnima","
",,1944
Samsara Naradhi,Ch. Narayana Murthy,Bhavani Pictures,,"Madhali Krishamurthy, Bharat Sastri","Drama
",,1944
Seeta Rama Jananam,Ghantasala Balaramayya,Prathiba Pictures,,A. Nageswara Rao,"Mythology
",,1944
Tahsildar,Y. V. Rao,Sri Jagadesh Films,,Y. V. Rao,"Drama
",,1944
Maya Machhindra,C. Pullaiah,Famous Cine Star Combines,,"Jandhyala Gaurinatha Sastry, ","Mythology
",,1945
Mayalokam,Gudavalli Ramabrahmam,Saradhi Films,,A. Nageswara Rao,"Folklore
",,1945
Paduka Pattabhishekam,K. B. Nagabhushanam,Sri Rajarajeswari Pictures,,C. S. R. Anjaneyulu,"Mythology
",,1945
Swarga Seema,B. N. Reddy,Vauhini Studios,,Chittor V. Nagaiah,"Drama
",,1945
Valmiki,Ellis R. Dungan,Bama Film Productions,,"Narasmiha Rao, Mani","Biography
",,1945
Aadarsham,"H. V. Babu
","Subhodaya Pictures
","Aswathama
",Jaggayya,"Social
",,1952
Aakali,"K. J. Mohan Rao
",K & K Combines,"P. S. Diwakar
",Thikkurissy Sukumaran Nair,"Social
",,1952
Athinti Kapuram,Acharya,Modern Theaters,S. Dakshinamurthi,M. N. Nambiar,"Drama
",,1952
Chinna Kodalu,Ghantasala Balaramayya,"Prathibha Pictures
","Aswathama
",C. H. Narayana Rao,"Social
",,1952
Chinnamma Katha,S. V. S. Rama Rao,"Jeimini Productions
","Veluri Krishna Murthy
",Govindarajula Subba Rao,"Social
",,1952
Daasi,L. V. Prasad,Rajyam Pictures,C. R. Subbaraman,N. T. Rama Rao,"Drama
",,1952
Dharma Devatha,P. Pullaiah,Ragini Films,C. R. Subbaraman,P. Shanthakumari,"Drama
",,1952
Kanchana,S. M. Sriramulu Naidu,Pakshiraja Studios,S. M. Subbaiah Naidu,K. R. Ramaswamy,"Social
",,1952
Manavathi,Y. V. Rao,"Sarvodaya Films
",B. Rajinikanta Rao,C. H. Narayana Rao,Devotional,,1952
Maradalu Pelli,Mukkamala,"M. K. M. Productions
",V. Nagaiah,Mukkamala,"Drama
",,1952
Mugguru Kodukulu,R. Nagendra Rao,Gemini Studios,"P. S. Anantharaman, ",M. K. Radha,"Social
",,1952
Palletooru,T. Prakash Rao,"People's Art Productions
",Ghantasala,N. T. Rama Rao,"Social
",,1952
Peda Raithu,K. B. Nagabhushanam,Sri Raja Rajeswari Films,"H. R. Padmanabha Sastry
","M. Srirama Murthy, ","Drama
",,1952
Pelli Chesi Choodu,L. V. Prasad,Vijaya Productions,Ghantasala,N. T. Rama Rao,"Social
",,1952
Praja Seva,"K. Prabhakar Rao
",Sobhanachala Pictures,"M. B. Walke
",C. Lakshmi Rajyam,"Drama
",,1952
Prema,P. S. Ramakrishna Rao,Bharani Studios,C. R. Subbaraman,A. Nageswara Rao,"Drama
",,1952
Priyuralu,T. Gopichand,"Bharathalakshmi Productions
",S. Rajeswara Rao,"Lakshmikantam, ","Drama
",,1952
Rajeswari,R. Padmanaban,Padmanaban Creations,Ogirala Ramachandra Rao,"M. Srirama Murthy, ","Folklore
",,1952
Sahasam,"Raja of Mirjapur
",Sobhanachala Pictures,"M. B. Walke
","Prabhakar Rao, ","Folklore
",,1952
Sankranti,C. Pullaiah,"Chamria Productions
","Aswathama
","Chandrashekar, ","Drama
",,1952
Santhi,Vedantam Raghavaiah,"Vinodha Pictures
",C. R. Subbaraman,Govindarajula Subba Rao,"Drama
",,1952
Savati Poru,T. R. Sundaram,Modern Theaters,S. Dakshinamurthi,"G. Muthukrishnan, ","Epic
",,1952
Singari,T. R. Raghunath,"National Productions
",S. V. Venkatraman,T. R. Ramachandran,"Drama
",,1952
Suvarna Mala,"K. Sadasiva Rao
","
","
","Aarani Suryanarayana, Surabhi Balasaraswathi
","Drama
",,1952
Tingu Ranga,B. A. Subba Rao,"Yuva Chithra Combines
",T. V. Raju,"M. Srirama Murthy, ","Drama
",,1952
Aada Bidda,Erra Apparao,,B. Gopalam,R. Nageswara Rao,Drama,,1955
Anarkali,Vedantam Raghavaiah,,P. Adinarayana Rao,Akkineni Nageswara Rao,Historical,,1955
Antha Inthe,"R. M. Krishnasami
",,G. Ramanathan,Sivaji Ganesan,"
",,1955
Ante Kaavali,K. S. Prakash Rao,,Pendyala Nageswara Rao,Jaggayya,Drama,,1955
Ardhangi,P. Pullaiah,,B. Narasimha Rao,Savitri,Drama,,1955
Athanu Evaru,Antony Mitradas,,"Br. Lakshmanan
",Prem Nazir,"
",,1955
Bangaru Papa,B. N. Reddi,,Addepalli Rama Rao,S. V. Ranga Rao,Drama,,1955
Beedhala Aasthi,D. L. Ramachander,,Master Venu,Gummandi,Drama,,1955
Cherapakura Chedevu,K. Bhaskar Rao,,Ghantasala,N. T. Rama Rao,Drama,,1955
Donga Ramudu,K. V . Reddy,,Pendyala Nageswara Rao,Akkineni Nageswara Rao,Drama,,1955
Jayasimha,D. Yoganand,,T. V. Raju,N. T. Rama Rao,Historical,,1955
Kanyadhanam,B. Vittalacharya,,Rajan-Nagendra,Kanta Rao,Historical,,1955
Kanyashulkam,P. Pullaiah,,Ghantasala,N. T. Rama Rao,Drama,,1955
Missamma,L. V. Prasad,,S. Rajeswara Rao,N. T. Rama Rao,Drama,,1955
Pasupu Kumkuma,G. D. Joshi,,M. Ranga Rao,G. Varalakshmi,Drama,,1955
Pathiye Prathyaksha Dhaivamu,T. R. Raghunath,,Hemant Kumar,Gemini Ganesan,"
",,1955
Rojulu Marayi,Tapi Chanakya,,Master Venu,Akkineni Nageswara Rao,Drama,,1955
Santhanam,C. V. Ranganatha Dasu,,Susarla Dakshinamurthi,Akkineni Nageswara Rao,Drama,,1955
Santosham,C. P. Dixit,,Viswanathan-Ramamoorthy,N. T. Rama Rao,Drama,,1955
Sri Jagannatha Mahatyamu,"Katuri Mohana Rao
",,"Mallik & B. Gopalam
","Srinadh, Y. Jogarao, Vangara, Prayaga, Saritha, Janaki, A. Kamala Devi etc
","
",,1955
Sri Krishna Thulabaram,C. S. Rao,,H. R. Padmanabha Sastry,K. Raghuramaiah,Historical,,1955
Vadina,M. V. Raman,,R. Sudarsanam,Akkineni Nageswara Rao,Drama,,1955
Vadina Gari Gajulu,Rajanikanth,,Ghantasala,Anjali Devi,Drama,,1955
Vijaya Gauri,D. Yoganand,,G. Ramanathan,N. T. Rama Rao,Drama,,1955
Alibaba 40 Dongalu,T. R. Sundaram,,S. Dakshinamurthi,M. G. Ramachandran,Folklore,,1956
Amara Deepam,T. Prakash Rao,,T. Chalapathi Rao,Sivaji Ganesan,Romance,,1956
Amarajeevi,T. Prakash Rao,,"
",Sivaji Ganesan,"
",,1956
Ashtaaishwaryalu,E. S. N. Murthy,,Ghantasala,N. T. Rama Rao,Drama,,1956
Balasanyasamma Katha,P. Subbarao,,S. Rajeswara Rao,Jaggayya,Drama,,1956
Bhakta Markandeya,B. S. Ranga,,Viswanathan-Ramamoorthy,C. S. R. Anjaneyulu,Historical,,1956
Bhale Ramudu,Vedantam Raghavaiah,,S. Rajeswara Rao,Akkineni Nageswara Rao,Drama,,1956
C.I.D.,"
",,"
","
","
",,1956
Charana Daasi,T. Prakash Rao,,S. Rajeswara Rao,N. T. Rama Rao,Drama,,1956
Chintamani,P. S. Ramakrishna Rao,,Addepalli Ramarao,P. Bhanumathi,Drama,,1956
Chiranjeevulu,Vedantam Raghavaiah,,Ghantasala,N. T. Rama Rao,"Drama, Musical",,1956
Edi Nijam,S. Balachander,,Master Venu,Nagabhushanam,Drama,,1956
Harishchandra,Chandrasekhar Rao,,S. Dakshinamurthi,S. V. Ranga Rao,Historical,,1956
Ilavelpu,D. Yoganand,,S. Dakshinamurthi,Akkineni Nageswara Rao,Romance,,1956
Jayam Manade,T. Prakash Rao,,Ghantasala,N. T. Rama Rao,Folklore,,1956
Kanakatara,Rajanikanth,,Ghantasala,S. V. Ranga Rao,Drama,,1956
Melukolupu,K. S. Prakash Rao,,Pendyala Nageswara Rao,Jamuna,Drama,,1956
Muddu Bidda,K. B. Tilak,,Pendyala Nageswara Rao,Jaggayya,Drama,,1956
Naga Devatha,K. Shankar,,R. Sudharsanam,R. Nagendra Rao,Fantasy,,1956
Naga Panchami,K. Nagabhushanam,,"
",Anjali Devi,Fantasy,,1956
Nagula Chavithi,Chitrapu Narayana Rao,,R. Sudharsanam,Sowkar Janaki,"Fantasy, Musical",,1956
Penki Pellam,Kamalakara Kameswara Rao,,Prasad Rao,N. T. Rama Rao,"Drama, Comedy",,1956
Rakta Kanneru,"Krishnan - Panju
",,"Dialogues: Palagummi Padmaraju Lyrics:- Devulapalli
",M. R. Radha,"
",,1956
Sadarama,K. R. Seetarama Sastri,,R. Sudharsanam,Akkineni Nageswara Rao,Folklore,,1956
Sahasa Veerudu,D. Yoganand,,"
",M. G. Ramachandran,"
",,1956
Sonta Ooru,E. S. N. Murthy,,Ghantasala,N. T. Rama Rao,Drama,,1956
Sri Gauri Mahatyam,D. Yoganand,,Ogirala Ramachandra Rao,N. T. Rama Rao,Folklore,,1956
Tenali Ramakrishna,B. S. Ranga,,Viswanathan-Ramamoorthy,Akkineni Nageswara Rao,"Historical, Comedy",,1956
Uma Sundari,P. Pullaiah,,Ashwathama,N. T. Rama Rao,Drama,,1956
Vidhi Vilasamu,"Ch. Narayana Murthy
",,"
",Sivaji Ganesan,"
",,1956
Akka Chellelu,Amanullah Sarvabhouma,,Pendyala Nageswara Rao,"Amarnath, ",Drama,,1957
Allauddin Adhbhuta Deepam,T. R. Raghunath,,S. Rajeswara Rao,Akkineni Nageswara Rao,Folklore,,1957
Bhagya Rekha,B. N. Reddy,,Pendyala Nageswara Rao,N. T. Rama Rao,Drama,,1957
Bhale Ammayilu,Vedantam Raghavaiah,,S. Rajeswara Rao,N.T.Rama Rao,Drama,,1957
Bhale Baava,Rajanikanth,,S. Dakshinamurthy,Jaggayya,Comedy Drama,,1957
Dhampathyam,E. Apparao,,Ramesh Naidu,G. Varalakshmi,Comedy Drama,,1957
Dongallo Dora,P. Chengaiah,,M. Subrahmanya Raju,Akkineni Nageswara Rao,Drama,,1957
Evari Abbayi,T. R. Raghunath,,S. Dakshinamurthy,Gemini Ganesan,"
",,1957
Gandharva Kanya,"D. Shankar Singh
",,"P. Shyamanna Dialogues/Lyrics: Srisri 28.06.1957
","Indhu Shekar, Revathi, Harini, Relangi, Raja Sulochana, etc.
","
",,1957
Kutumba Gowravam,B. S. Ranga,,Viswanathan-Ramamoorthy,N. T. Rama Rao,Drama,,1957
M.L.A.,K. B. Tilak,,Pendyala Nageswara Rao,Jaggayya,Socio Political,,1957
Mayabazar,K. V. Reddy,,Ghantasala,N. T. Rama Rao,Mythology,,1957
Nala Damayanthi,Kemparaj,,B. Gopalam,P. Bhanumathi,Mythology,,1957
Panduranga Mahatyam,Kamalakara Kameswara Rao,,T. V. Raju,N. T. Rama Rao,Devotional,,1957
Parasakthi,"Krishnan Panju
",,"Music: R. Sudarsanam Dialogues: Palagummi Padmaraju Lyrics: Samudrala Sr.
",Sivaji Ganesan,"
",,1957
Peddarikalu,Tapi Chanakya,,Master Venu,Jaggayya,Drama,,1957
Preme Daivam,R. Nagendra Rao,,H. R. Padmanabha Sastri,R. Nagendra Rao,Drama,,1957
Rajaputhri Rahasyamu,P. Neelakantan,,G. Ramanathan,M. G. Ramachandran,"
",,1957
Rani Rangamma,"T. R. Raghunath
",,"Music: Susarla Dialogues:- Arudra
",Gemini Ganesan,"
",,1957
Ratnagiri Rahasyam,B. R. Panthulu,,"Music: M. Subrahmanya Raju Dialogues/Lyrics:- Srisri
",Sivaji Ganesan,"
",,1957
Repu Needhe,K. Bhaskar Rao,,Ghantasala,S. V. Ranga Rao,Drama,,1957
Sankalpam,C. V. Ranganatha Das,,S. Dakshinamurthy,N. T. Rama Rao,Drama,,1957
Sarangadhara,V. S. Raghavan,,Ghantasala,N. T. Rama Rao,Folklore,,1957
Sati Anasuya,K. B. Nagabhushanam,,Ghantasala,N. T. Rama Rao,Folklore,,1957
Sati Savitri,K. B. Nagabhushanam,,S. Rajeswara Rao,Akkineni Nageswara Rao,Folklore,,1957
Suvarna Sundari,Vedantam Raghavaiah,,P. Adinarayana Rao,Akkineni Nageswara Rao,Folklore,,1957
Swayamprabha,Sobhanadri Rao,,Ramesh Naidu,"Amarnath, ",Folklore,,1957
Thalavanchani Veerudu,P. Pullaiah,,"Pamarthi Dialogues/Lyrics: Srisri
",Sivaji Ganesan,"
",,1957
Thodi Kodallu,Adurthi Subba Rao,,Master Venu,Akkineni Nageswara Rao,Drama,,1957
Town Bus,"K. Somu
",,K. V. Mahadevan,N. N. Kannappa,"
",,1957
Vadhante Dabbu,Y. R. Swamy,,"T. A. Kalyanam
",N. T. Rama Rao,Drama,,1957
Varudu Kavali,P. S. Ramakrishna Rao,,G. Ramanathan,P. Bhanumathi,Comedy Drama,,1957
Veera Kankanam,G. R. Rao,,S. Dakshinamurthy,N. T. Rama Rao,Mythology,,1957
Vegu Chukka,"T. R. Raghunath
",,"Music: M. Ranga Rao Dialogues/Lyrics: Samudrala
",Vyjayanthimala,"
",,1957
Vinayaka Chaviti,Samudrala,,Ghantasala,N. T. Rama Rao,Devotional,,1957
Aada Pettanam,Adurthi Subba Rao,,S. Rajeswara Rao,A. Nageswara Rao,Romance,,1958
Anna Thammudu,C. S. Rao,,"Ashwathama
",N. T. Rama Rao,Drama,,1958
Atha Okinti Kodale,K. B. Tilak,,Pendyala Nageswara Rao,Jaggayya,Drama,,1958
Badi Panthulu,B. R. Panthulu,,T. G. Lingappa,B. R. Panthulu,Drama,,1958
Bhookailas,K. Shankar,,"R. Sudarsanam, R. Govardhanam
",N. T. Rama Rao,Mythology,,1958
Bhuloka Ramba,D. Yoganand,,C. N. Pandurangan,Gemini Ganesan,Folklore,,1958
Bommala Pelli,R. M. Krishnaswamy,,K. V. Mahadevan,Sivaji Ganesan,Romantic Comedy,,1958
Chenchu Lakshmi,B. A. Subba Rao,,S. Rajeswara Rao,A. Nageswara Rao,Mythology,,1958
Dongalunnaru Jagratha,B. N. Reddy,,K. V. Mahadevan,Jaggayya,Drama,,1958
Etthuku Pai Etthu,Tapi Chanakya,,Master Venu,Gummadi,Social,,1958
Ganga Gouri Samvadam,V. N. Reddy,,Pendyala Nageswara Rao,Kanta Rao,Mythology,,1958
Inti Guttu,Vedantam Raghavaiah,,"M. S. Prakash
",N. T. Rama Rao,Family Drama,,1958
Karthavarayuni Katha,T. R. Ramanna,,G. Ramanathan,N. T. Rama Rao,Mythology,,1958
Kondaveeti Donga,M. A. Thirumugam,,K. V. Mahadevan,Ranjan,"
",,1958
Manchi Manasuku Manchi Rojulu,C. S. Rao,,Ghantasala,N. T. Rama Rao,Drama,,1958
Mundhadugu,Krishna Rao,,K. V. Mahadevan,Jaggayya,Drama,,1958
Parvathi Kalyanam,K. Bhaskar Rao,,Ghantasala,Gummadi,Devotional,,1958
Pathi Bakthi,A. Bhimsingh,,Viswanathan-Ramamoorthy,Sivaji Ganesan,Drama,,1958
Raja Nandini,Vedantam Raghavaiah,,T. V. Raju,N. T. Rama Rao,Drama,,1958
Sabhash Pillaa,B. R. Panthulu,,T. G. Lingappa,Sivaji Ganesan,Romantic Comedy,,1958
Sobha,Kamalakara Kameswara Rao,,A. M. Rajah,N. T. Rama Rao,Drama,,1958
Sri Krishna Garadi,Y. V. Rao,,Pendyala Nageswara Rao,Jaggayya,Mythology,,1958
Sri Krishna Maya,C. S. Rao,,T. V. Raju,A. Nageswara Rao,Devotional,,1958
Sree Ramanjaneya Yuddham,Aacharya,,Pendyala Nageswara Rao,Kanta Rao,Devotional,,1958
Uttama Illaalu,A. S. A. Sami,,G. Ramanathan,Gemini Ganesan,Folklore,,1958
Veera Kadgamu,T. R. Ramanna,,G. Ramanathan,M. G. Ramachandran,Folklore,,1958
Veera Pratap,T. Prakash Rao,,G. Ramanathan,Sivaji Ganesan,Historical,,1958
Vijaya Kota Veerudu,S. S. Vasan,,C. Ramchandra,Gemini Ganesan,Folklore,,1958
Aalu Magalu,S. V. Krishna Rao,,K. V. Mahadevan,Jaggayya,"Drama
",,1959
Anaganaga Oka Raju,M. G. Ramachandran,,S. M. Subbaiah Naidu,M. G. Ramachandran,Action-Adventure,,1959
Appu Chesi Pappu Koodu,L. V. Prasad,,S. Rajeswara Rao,N. T. Rama Rao,Romantic Comedy,,1959
Bala Nagamma,Vedantam Raghavaiah,,T. V. Raju,N. T. Rama Rao,Folklore,,1959
Banda Ramudu,P. Pullaiah,,V. Dakshinamoorthy,N. T. Rama Rao,Folklore,,1959
Bhagya Devatha,Tapi Chanakya,,Master Venu,Jagayya,Drama,,1959
Bhaktha Ambareesha,Bolla Subba Rao,,"L. Malleswara Rao
",Kanta Rao,Devotional,,1959
Daiva Balam,Vasanth Kumar Reddy,,Ashwathama,N. T. Rama Rao,Mythology,,1959
Illarikam,T. Prakash Rao,,T. Chalapathi Rao,A. Nageswara Rao,Drama,,1959
Jayabheri,P. Pullaiah,,Pendyala Nageswara Rao,A. Nageswara Rao,Mythology,,1959
Jaya Vijaya,B. Vittalacharya,,"
",Kanta Rao,Family Drama,,1959
Karmika Vijayam,M. A. Thirumugam,,"
",Gemini Ganesan,"Family
",,1959
Koothuru Kaapuram,Sobhanadri Rao,,Ghantasala,Jagayya,Drama,,1959
Krishna Leelalu,Chandrasekhara Rao Jampana,,S. Dakshinamurthi,Lakshmirajyam,Devotional,,1959
Maa Inti Mahalakshmi,G. Raminedu,,"Ashwathamma
",Gummadi,Drama,,1959
Mangalya Balam,Adurthi Subba Rao,,Master Venu,A. Nageswara Rao,Drama,,1959
Manorama,K. Bhaskar Rao,,"Ramesh Naidu
","Balaiah, ",Drama,,1959
Pelli Meeda Pelli,B. Vittalacharya,,Rajan-Nagendra,J. V. Ramana Murthi,Drama,,1959
Pellinaati Pramanalu,K. V. Reddy,,Ghantasala,A. Nageswara Rao,Romance,,1959
Pelli Sandadi,D. Yoganand,,Ghantasala,A. Nageswara Rao,Drama,,1959
Raja Malaya Simha,B. S. Ranga,,Viswanathan-Ramamoorthy,Ranjan,Historical,,1959
Rechukka Pagatichukka,Kamalakara Kameswara Rao,,T. V. Raju,N. T. Rama Rao,Historical,,1959
Sabhash Ramudu,C. S. Rao,,Ghantasala,N. T. Rama Rao,Drama,,1959
Sati Sukanya,Chandra Mohan,,Ghantasala,"Amarnath, ",Devotional,,1959
Sati Tulasi,V. Madhusudhan Rao,,"Pamarthi Venkateswara Rao
",Gummadi,Devotional,,1959
Sipayi Koothuru,P. Chengaiah,,"
",Jamuna,Folklore,,1959
Vachina Kodalu Nachindi,D. Yoganand,,V. Dakshinamoorthy,N. T. Rama Rao,Romance,,1959
Veera Bhaskarudu,K. B. Nagabhushanam,,S. Hanumantha Rao,Udaykumar,Folklore,,1959
Veera Pandya Katta Brahmana,B. R. Panthulu,,G. Ramanathan,Sivaji Ganesan,Historical,,1959
Abhimanam,k. S Rao,,Ghantasala,A. Nageswara Rao,Drama,,1960
Anna Chellelu,B. Vittalacharya,,Rajan-Nagendra,J. V. Ramana Murthy,Drama,,1960
Annapurna,V. Madhusudhan Rao,,S. Dakshinamurthi,Jaggayya,Drama,,1960
Bhakta Raghunath,Samudrala,,Ghantasala,Kanta Rao,Mythology,,1960
Bhakta Sabari,Ch. Narayana Murthy,,Pendyala Nageswara Rao,Sobhan Babu,Mythology,,1960
Bhatti Vikramarka,Chandrasekhara Rao Jampana,,Pendyala Nageswara Rao,N. T. Rama Rao,Historical,,1960
Chivaraku Migiledi,Gutha Ramineedu,,"Aswathamma
",Kanta Rao,Drama,,1960
Deepavali,Rajinikanth,,Ghantasala,N. T. Rama Rao,Mythology,,1960
Devanthakudu,C. Pullaiah,,"Aswathamma
",N. T. Rama Rao,Folklore,,1960
Dharmame Jayam,K. B. Nagabhushanam,,S. Hanumantha Rao,Jaggayya,Drama,,1960
Kanna Koothuru,D. Yoganand,,"M. Ranga Rao (Telugu)
",A. Nageswara Rao,"Drama
",,1960
Jagannatakam,Sobhanadri Rao,,"Aswathamma
","Amarnath, ",Drama,,1960
Jalsa Rayudu,Tapi Chanakya,,Master Venu,Jaggayya,Drama,,1960
Kadeddulu Ekaram Nela,Chandrasekhara Rao Jampana,,T. V. Raju,N. T. Rama Rao,Drama,,1960
Kanakadurga Pooja Mahima,B. Vittalacharya,,Rajan-Nagendra,Kanta Rao,Devotional,,1960
Kula Daivam,Kabir Das,,Pendyala Nageswara Rao,Gummadi,Family Drama,,1960
Kumkuma Rekha,Tapi Chanakya,,Master Venu,Jaggayya,Family Drama,,1960
Maa Babu,T. Prakash Rao,,T. Chalapathi Rao,A. Nageswara Rao,Family Drama,,1960
Magavari Mayalu,Sobhanadri Rao,,"Nityanand
","Amarnath, ",Comedy Drama,,1960
Mahakavi Kalidasu,Kamalakara Kameswara Rao,,Pendyala Nageswara Rao,A. Nageswara Rao,Biography,,1960
Mamaku Tagga Alludu,Vedantam Raghavaiah,,"M. S. Prakash
",Savitri,Comedy Drama,,1960
Mangalyam,B. S. Narayana,,Ghantasala,Kanta Rao,Famil Drama,,1960
Nammina Bantu,Adurthi Subba Rao,,S. Rajeswara Rao,A. Nageswara Rao,Drama,,1960
Nithya Kalyanam Paccha Thoranam,Pinisetti Srirama Murthy,,Pendyala Nageswara Rao,Chalam,Drama,,1960
Pelli Kanuka,C. V. Sridhar,,A. M. Rajah,A. Nageswara Rao,Romantic Drama,,1960
Pillalu Techina Challani Rajyam,B. R. Panthulu,,T. G. Lingappa,B. R. Panthulu,Drama,,1960
Raja Makutam,B. N. Reddi,,Master Venu,N. T. Rama Rao,Folklore,,1960
Ramasundari,H. Krishnamurthy,,S. Dakshinamurthi,Kanta Rao,Folklore,,1960
Rani Ratnaprabha,B. A. Subba Rao,,S. Rajeswara Rao,N.T.Rama Rao,Historical,,1960
Renukadevi Mahatyam,K. S. Prakash Rao,,"L. Malleswara Rao
",Gummadi,Devotional,,1960
Runanubandham,Vedantam Raghavaiah,,P. Adinarayana Rao,A. Nageswara Rao,Drama,,1960
Sahasra Siracheda Apoorva Chinthamani,S. D. Lal,,K. V. Mahadevan,Kanta Rao,Drama,,1960
Samajam,A. Narayana Rao,, Ashwattama ,Jaggayya,Comedy Drama,,1960
Shanthi Nivasam,C. S. Rao,,Ghantasala,A. Nageswara Rao,Drama,,1960
Sri Krishna Rayabaram,Jagannadh,,"Aswathamma, ",Raghuramaiah,Mythology,,1960
